ID,Brand,Category,Gender,Name,Image URL
58,Brooks Brothers,Tops,Women,Silk Charmeuse Cami,https://brooksbrothers.scene7.com/is/image/BrooksBrothers/SV00102_LIGHT-BLUE
59,Brooks Brothers,Tops,Women,Striped Stretch Cotton Jersey Crewneck T-Shirt,https://brooksbrothers.scene7.com/is/image/BrooksBrothers/LN00026_LIGHT-BLUE
60,Brooks Brothers,Tops,Women,Silk-Satin Blouse,https://brooksbrothers.scene7.com/is/image/BrooksBrothers/WV01030_LIGHT-BLUE
61,Brooks Brothers,Tops,Women,Textured Stripe T-Shirt,https://brooksbrothers.scene7.com/is/image/BrooksBrothers/SN00114_WHITE-PINK
62,Brooks Brothers,Tops,Women,Stripe Stretch-Cotton Bell-Sleeve Blouse,https://brooksbrothers.scene7.com/is/image/BrooksBrothers/SV00250_PINK-WHITE
63,Brooks Brothers,Tops,Women,Polka-Dot Striped Bow-Neck Blouse,https://brooksbrothers.scene7.com/is/image/BrooksBrothers/WV01073_BLUE-WHITE
64,Brooks Brothers,Tops,Women,Cotton Eyelet Blouse,https://brooksbrothers.scene7.com/is/image/BrooksBrothers/SV00242_LIGHT-BLUE
65,Brooks Brothers,Tops,Women,Beach Graphic French Terry Top,https://brooksbrothers.scene7.com/is/image/BrooksBrothers/SN00109_WHITE
66,Brooks Brothers,Tops,Women,Floral Logo Graphic T-Shirt,https://brooksbrothers.scene7.com/is/image/BrooksBrothers/SN00115_WHITE
67,Brooks Brothers,Tops,Women,Floral-Print Cotton Sateen Peplum Top,https://brooksbrothers.scene7.com/is/image/BrooksBrothers/SV00247_BROWN-MULTI
68,Brooks Brothers,Tops,Women,Draped Crepe Faux-Wrap Blouse,https://brooksbrothers.scene7.com/is/image/BrooksBrothers/WV01041_WHITE
69,Brooks Brothers,Tops,Women,Pintucked Crepe Blouse,https://brooksbrothers.scene7.com/is/image/BrooksBrothers/SV00252_BURGUNDY
70,Brooks Brothers,Tops,Women,Crepe Ruffled Blouse,https://brooksbrothers.scene7.com/is/image/BrooksBrothers/WV01042_NAVY
71,Brooks Brothers,Tops,Women,Non-Iron Tailored-Fit Supima® Cotton Floral Jacquard Blouse,https://brooksbrothers.scene7.com/is/image/BrooksBrothers/WV01018_WHITE
72,Brooks Brothers,Tops,Women,Beach Graphic French Terry Top,https://brooksbrothers.scene7.com/is/image/BrooksBrothers/SN00109_WHITE
73,Brooks Brothers,Tops,Women,Floral-Print Cotton Sateen Peplum Top,https://brooksbrothers.scene7.com/is/image/BrooksBrothers/SV00247_BROWN-MULTI
74,Brooks Brothers,Tops,Women,Belted Poplin Blouse,https://brooksbrothers.scene7.com/is/image/BrooksBrothers/LV00105_WHITE
75,Brooks Brothers,Tops,Women,Striped Cotton Smocked-Yoke Tunic,https://brooksbrothers.scene7.com/is/image/BrooksBrothers/WV01071_LIGHT-BLUE
76,Brooks Brothers,Tops,Women,Classic-Fit Striped Stretch Cotton Sateen Dobby Luxury Shirt,https://brooksbrothers.scene7.com/is/image/BrooksBrothers/WV01062_RED-WHITE
77,Brooks Brothers,Tops,Women,Non-Iron Gingham Supima® Cotton Dobby Contrast-Collar Fitted Shirt,https://brooksbrothers.scene7.com/is/image/BrooksBrothers/WV01021_GREY
