ID,Brand,Category,Name,Price,Image URL
41,BOSS,Dresses,Striped shirt dress in stretch-cotton poplin,"
HK$ 2,800.00
Price
",https://images.hugoboss.com/is/image/boss/hbeu50447726_476_350?$large$=&fit=crop%2C1&align=1%2C1
42,BOSS,Dresses,Belted shirt dress in stretch poplin,"
HK$ 3,700.00
Price
",https://images.hugoboss.com/is/image/boss/hbeu50450002_476_350?$large$=&fit=crop%2C1&align=1%2C1
43,BOSS,Dresses,Crocodile-print shirt dress in lightweight canvas,"
HK$ 4,300.00
Price
",https://images.hugoboss.com/is/image/boss/hbeu50452919_964_350?$large$=&fit=crop%2C1&align=1%2C1
44,BOSS,Dresses,Crepe-georgette shirt dress with tie belt,"
HK$ 5,100.00
Price
",https://images.hugoboss.com/is/image/boss/hbeu50453044_694_350?$large$=&fit=crop%2C1&align=1%2C1
45,BOSS,Dresses,Striped shirt dress in stretch-cotton poplin,"
HK$ 2,800.00
Price
",https://images.hugoboss.com/is/image/boss/hbeu50447726_262_350?$large$=&fit=crop%2C1&align=1%2C1
46,BOSS,Dresses,Crocodile-print shirt dress with detachable belt,"
HK$ 5,100.00
Price
",https://images.hugoboss.com/is/image/boss/hbeu50444659_966_350?$large$=&fit=crop%2C1&align=1%2C1
47,BOSS,Dresses,Short-sleeved wool-blend dress with knot detail,"
HK$ 5,100.00
Price
",https://images.hugoboss.com/is/image/boss/hbeu50450450_476_350?$large$=&fit=crop%2C1&align=1%2C1
48,BOSS,Dresses,Kimono-sleeve dress in satin-back crepe,"
HK$ 5,100.00
Price
",https://images.hugoboss.com/is/image/boss/hbeu50448080_457_350?$large$=&fit=crop%2C1&align=1%2C1
49,BOSS,Dresses,Silk-blend dress with ruched neckline,"
HK$ 5,600.00
Price
",https://images.hugoboss.com/is/image/boss/hbeu50448062_466_350?$large$=&fit=crop%2C1&align=1%2C1
50,BOSS,Dresses,Trench-inspired shirt dress in a stretch-cotton blend,"
HK$ 3,400.00
Price
",https://images.hugoboss.com/is/image/boss/hbeu50427524_262_350?$large$=&fit=crop%2C1&align=1%2C1
51,BOSS,Dresses,Wide-neck shift dress with exposed centre-back zip,"
HK$ 3,700.00
Price
",https://images.hugoboss.com/is/image/boss/hbeu50451778_466_350?$large$=&fit=crop%2C1&align=1%2C1
52,BOSS,Dresses,Wide-neck knitted dress with three-quarter sleeves,"
HK$ 2,800.00
Price
",https://images.hugoboss.com/is/image/boss/hbeu50449081_466_350?$large$=&fit=crop%2C1&align=1%2C1
53,BOSS,Dresses,Sleeveless shift dress with asymmetric skirt and hardware trim,"
HK$ 5,600.00
Price
",https://images.hugoboss.com/is/image/boss/hbeu50447610_466_350?$large$=&fit=crop%2C1&align=1%2C1
54,BOSS,Dresses,Belted shirt dress in pure cotton with cap sleeves,"
HK$ 5,600.00
Price
",https://images.hugoboss.com/is/image/boss/hbeu50459241_234_350?$large$=&fit=crop%2C1&align=1%2C1
55,BOSS,Dresses,Relaxed-fit shirt dress with deep side slits,"
HK$ 6,700.00
Price
",https://images.hugoboss.com/is/image/boss/hbeu50459897_100_350?$large$=&fit=crop%2C1&align=1%2C1
56,BOSS,Dresses,Cotton-linen dress with eyelet trims and rear zip,"
HK$ 9,600.00
Price
",https://images.hugoboss.com/is/image/boss/hbeu50459233_453_350?$large$=&fit=crop%2C1&align=1%2C1
57,BOSS,Dresses,Knitted dress in stretch fabric with sparkling yarns,"
HK$ 2,800.00
Price
",https://images.hugoboss.com/is/image/boss/hbeu50452381_001_350?$large$=&fit=crop%2C1&align=1%2C1
58,BOSS,Dresses,Slim-fit knitted dress with mixed structures,"
HK$ 2,800.00
Price
",https://images.hugoboss.com/is/image/boss/hbeu50452368_971_350?$large$=&fit=crop%2C1&align=1%2C1
59,BOSS,Dresses,Asymmetric one-shoulder dress with Swarovski® crystal chain,"
HK$ 6,200.00
Price
",https://images.hugoboss.com/is/image/boss/hbeu50442881_118_350?$large$=&fit=crop%2C1&align=1%2C1
60,BOSS,Dresses,One-shoulder relaxed-fit jumpsuit in satin-back crepe,"
HK$ 5,600.00
Price
",https://images.hugoboss.com/is/image/boss/hbeu50442880_001_350?$large$=&fit=crop%2C1&align=1%2C1
61,BOSS,Dresses,Slim-fit knitted dress with mixed structures,"
HK$ 2,800.00
Price
",https://images.hugoboss.com/is/image/boss/hbeu50452368_962_350?$large$=&fit=crop%2C1&align=1%2C1
62,BOSS,Dresses,Pleat-front shift dress in Portuguese stretch fabric,"
HK$ 3,900.00
Price
",https://images.hugoboss.com/is/image/boss/hbeu50442720_662_350?$large$=&fit=crop%2C1&align=1%2C1
63,BOSS,Dresses,Long-length shirt dress with zebra-inspired print,"
HK$ 3,700.00
Price
",https://images.hugoboss.com/is/image/boss/hbeu50445575_960_350?$large$=&fit=crop%2C1&align=1%2C1
64,BOSS,Dresses,Fit-and-flare knitted dress in a sparkly wool blend,"
HK$ 3,900.00
Price
",https://images.hugoboss.com/is/image/boss/hbeu50442541_001_350?$large$=&fit=crop%2C1&align=1%2C1
65,BOSS,Dresses,Long-sleeved dot-print tulle dress with smocking details,"
HK$ 3,400.00
Price
",https://images.hugoboss.com/is/image/boss/hbeu50443333_001_350?$large$=&fit=crop%2C1&align=1%2C1
66,BOSS,Dresses,Stretch-jersey dress with full-length rear zip,"
HK$ 3,900.00
Price
",https://images.hugoboss.com/is/image/boss/hbeu50452491_001_350?$large$=&fit=crop%2C1&align=1%2C1
67,BOSS,Dresses,Long-length sleeveless dress in crepe georgette with twisted wrap,"
HK$ 6,700.00
Price
",https://images.hugoboss.com/is/image/boss/hbeu50442859_001_350?$large$=&fit=crop%2C1&align=1%2C1
68,BOSS,Dresses,Long-sleeved dress with asymmetric lines in crinkle crepe,"
HK$ 6,200.00
Price
",https://images.hugoboss.com/is/image/boss/hbeu50452742_693_350?$large$=&fit=crop%2C1&align=1%2C1
69,BOSS,Dresses,Long-length sleeveless dress in crepe georgette with twisted wrap,"
HK$ 6,700.00
Price
",https://images.hugoboss.com/is/image/boss/hbeu50442859_679_350?$large$=&fit=crop%2C1&align=1%2C1
70,BOSS,Dresses,Belted shirt dress in lightweight crepe with laminated finish,"
HK$ 4,500.00
Price
",https://images.hugoboss.com/is/image/boss/hbeu50452701_705_350?$large$=&fit=crop%2C1&align=1%2C1
71,BOSS,Dresses,V-neck dress in satin-back crepe with Swarovski® crystals,"
HK$ 6,700.00
Price
",https://images.hugoboss.com/is/image/boss/hbeu50442752_001_350?$large$=&fit=crop%2C1&align=1%2C1
72,BOSS,Dresses,Scoop-neck A-line dress in Portuguese stretch fabric,"
HK$ 4,300.00
Price
",https://images.hugoboss.com/is/image/boss/hbeu50442719_001_350?$large$=&fit=crop%2C1&align=1%2C1
73,BOSS,Dresses,Scoop-neck A-line dress in Portuguese stretch fabric,"
HK$ 4,300.00
Price
",https://images.hugoboss.com/is/image/boss/hbeu50442719_118_350?$large$=&fit=crop%2C1&align=1%2C1
